Date,Date,Open,High,Low,Close,SMA,WMA,MOMENTUM,K,D,RSI,MACD,R,ADX,CCI,MACDsignal,MACDhist
2000/3/20,2000/3/20,1.5755,1.5755,1.5646,1.5689,1.5764799999999997,1.5749054545454566,-0.005600000000000049,32.15414870282123,34.991553841111255,34.26741971943021,-0.0035563789267216706,-80.97345132743372,35.258243594029466,-143.2592592592591,-0.0038762841719879267,0.0003199052452662562
2000/3/21,2000/3/21,1.5698,1.5773,1.5652,1.5726,1.5758099999999995,1.574200000000002,-0.006699999999999928,30.92130746997997,32.36418339663171,39.59137500391395,-0.003192412453553173,-64.60176991150432,36.181534984194805,-79.56244054898731,-0.003751943859545244,0.0005595314059920714
2000/3/22,2000/3/22,1.5714,1.5799,1.5611,1.5776,1.5755399999999997,1.5745254545454566,-0.0027000000000001467,44.36376778744025,35.81307465341382,46.141286946240626,-0.0021727662355479627,-29.184549356223652,37.748305860841796,-47.84920251328337,-0.003464820655182102,0.0012920544196341394
2000/3/23,2000/3/23,1.5782,1.5897,1.5746,1.5873,1.5761499999999995,1.5766636363636386,0.006099999999999994,68.5577154327154,47.94759689671188,56.34445701413794,-0.0001818694560702383,-8.391608391608257,35.20452590149412,184.59046411719032,-0.0028679204371617633,0.002686050981091525
2000/3/24,2000/3/24,1.5868,1.5937,1.5834,1.5934,1.5778999999999992,1.5798000000000023,0.01749999999999985,88.11628683177764,67.0125900173111,61.44768745011698,0.0018338096724523911,-0.9202453987729058,31.728955368089846,190.5417814508776,-0.002013060417231917,0.0038468700896843082
2000/3/27,2000/3/27,1.5934,1.6006,1.5835,1.5875,1.5787299999999993,1.5815454545454568,0.008299999999999974,85.84119641586442,80.83839956011916,54.58970738235172,0.0021934482810122002,-33.16455696202552,30.20223395529606,135.41342731764516,-0.001248240653914805,0.003441688934927005
2000/3/28,2000/3/28,1.5874,1.5905,1.582,1.5885,1.5798799999999993,1.5833218181818205,0.011500000000000066,78.42742874893217,84.12830399885809,55.52450362508091,0.0024462650980092704,-30.632911392404992,28.373107047800783,75.25517907833581,-0.0005765123353831549,0.003022777433392425
2000/3/29,2000/3/29,1.5888,1.5969,1.581,1.5922,1.5818499999999993,1.5855618181818205,0.01970000000000005,71.64556962025314,78.63806492834992,58.994757567058755,0.002979450422655461,-21.265822784809984,28.103664244661264,80.98022834864952,7.002634789659342e-05,0.0029094240747588674
2000/3/30,2000/3/30,1.5935,1.5973,1.5868,1.5956,1.5837799999999993,1.5880618181818205,0.019299999999999873,78.48101265822781,76.18467034247105,62.02045110700978,0.003619092083808395,-12.658227848101529,27.940965670774585,88.5912538324998,0.0007153110271532847,0.0029037810566551105
2000/3/31,2000/3/31,1.5948,1.5985,1.5892,1.5916,1.5855199999999994,1.5894836363636387,0.01739999999999986,81.09704641350196,77.07454289732765,56.56452747838788,0.0033191351940080605,-22.784810126582528,28.048588082342985,76.38291774147326,0.0011887336029450621,0.0021304015910629985
2000/4/3,2000/4/3,1.5909,1.5992,1.5866,1.5972,1.5883499999999995,1.591607272727275,0.028299999999999992,85.31645569620228,81.63150492264403,61.79286229599467,0.0037304080542823748,-8.607594936709017,27.154637986774297,80.65366367949308,0.0016508562304609373,0.0020795518238214375
2000/4/4,2000/4/4,1.5964,1.6072,1.5921,1.5924,1.5903299999999994,1.5923436363636385,0.01980000000000004,74.40294064352453,80.2721475844096,55.43759365763182,0.003182038549864208,-32.10412147505404,28.032242330041488,111.17289957829668,0.0019292530158069865,0.0012527855340572214
2000/4/5,2000/4/5,1.5924,1.5982,1.582,1.5831,1.5908799999999994,1.5910290909090932,0.00550000000000006,51.33629974424287,70.35189869465655,45.388239723978806,0.0014843629790681767,-73.92638036809828,25.7523034755993,-65.80702534459444,0.001848363918218112,-0.0003640009391499353
2000/4/6,2000/4/6,1.5837,1.589,1.5772,1.5798,1.5901299999999994,1.5890145454545477,-0.00749999999999984,23.761053612034942,49.83343133326745,42.36072907546033,-4.211623313010726e-05,-91.33333333333282,23.775007597644212,-180.8555696738671,0.0015046402543366175,-0.0015467564874667248
2000/4/7,2000/4/7,1.5796,1.5857,1.5773,1.5789,1.5886799999999994,1.5869727272727296,-0.014499999999999957,7.449533502968798,27.51562895308221,41.52146038920993,-0.0010815436148707835,-94.33333333333323,21.995441307484633,-142.47825164438993,0.0010344250053898173,-0.002115968620260601
2000/4/10,2000/4/10,1.5795,1.5855,1.5784,1.5851,1.5884399999999994,1.5863218181818204,-0.0023999999999999577,13.555555555555761,14.922047556853173,49.2219799244303,-0.0008446461592253041,-73.66666666666663,20.393831646341013,-81.81393174380607,0.0006927757027325225,-0.0015374218619578265
2000/4/11,2000/4/11,1.5847,1.5894,1.5830000000000002,1.5853,1.5881199999999995,1.5857509090909112,-0.0032000000000000917,19.66666666666669,13.557251908397086,49.46051383459118,-0.0006379654482646657,-73.00000000000004,18.881438255778562,-38.702307516567835,0.00045082276618757923,-0.0010887882144522448
2000/4/12,2000/4/12,1.5858,1.5886,1.582,1.588,1.5876999999999994,1.585729090909093,-0.0041999999999999815,29.777777777777914,21.000000000000124,52.78729695359573,-0.00012896214171642661,-63.99999999999956,17.211282882058207,-29.06818799239378,0.0003454073283868509,-0.0004743694701032775
2000/4/13,2000/4/13,1.5881,1.5928,1.5846,1.586,1.5867399999999996,1.5854200000000023,-0.009599999999999831,30.777777777778052,26.74074074074089,50.07440091641884,-7.939037878212929e-05,-70.66666666666623,16.88666470919831,0.052213868003684376,0.0002681713816288545,-0.0003475617604109838
